Ligand ID,Stoichiometry,Denticity,Formal Charge,Donors,Number of Atoms,Molecular Weight,Ligand Planarity,Haptic,Beta-Hydrogen,Max. Interatomic Distance,Avg. M-D Bond Length,Graph ID,CSD Occurrences,CSD Complex IDs,CSD Metal Count
unq_CSD-GUTVOH-04-a,C15H32N4S3,4,0,N-N-S-S,54,364.629,0.078977247,FALSE,TRUE,9.995616532,2.166154552,7024f972817120ad9aece516c99ab51f,1,GUTVOH,Cu(1)
unq_CSD-GUTVUN-06-a,C15H30N4S3,6,0,N-S-N-N-S-S,52,362.613,0.075871194,FALSE,TRUE,10.01246361,2.292365524,ccdde5ed8d398cef704666eee7c9fe09,1,GUTVUN,Cu(1)
unq_CSD-GUTXAX-03-a,C26H17N2,3,-1,N-N-C,45,357.436,0.235143284,FALSE,TRUE,13.55560718,1.962465223,d20a1dc441725a7bec4d50d5a414d12c,3,"GUTXAX, GUTXOL, GUTYAY",Fe(3)
unq_CSD-GUTXID-02-a,C26H28N1O4S1,2,-1,O-N,60,450.573,0.136754073,FALSE,TRUE,26.42967082,1.985878644,74fbce8d7a6f97a220aa7fc91276851e,2,"GUTXID, GUTXID",Pd(2)
unq_CSD-GUTYUS-01-b,C3H4N8,1,0,N,15,152.121,0.2337506,FALSE,TRUE,5.953580077,1.99990922,5c9b91b7e9bf2908b9513adcf47bc459,4,"GUTYUS, GUTYUS, GUVCEI, GUVCEI",Cu(4)
unq_CSD-GUVGUZ-02-a,C16H28Al1O6,2,-1,O-O,51,343.3755385,0.06421077,FALSE,TRUE,9.661193265,1.942086841,cac1549eb8b2f8a2638d1a5b58f39787,4,"GUVGUZ, GUVGUZ, GUVHAG, GUVHAG","Co(2), Ni(2)"
unq_CSD-GUVJUC-02-a,C25H25S2,2,-1,S-S,52,389.595,0.099704632,FALSE,FALSE,14.33341879,2.553014408,fb732a8453dcec835db992bdc6a24cd4,10,"GUVJUC, OSEKUU, OYOZOT, OYOZOT, OYOZOT, ... (5 more)","U(4), Th(4), Ti(1), Cu(1)"
unq_CSD-GUVLIU-03-a,C15H15N4S1,3,-1,S-N-N,35,283.373,0.17945632,FALSE,TRUE,10.72108709,2.072829862,0d18be8cf2548a755a13d49a179a195b,2,"GUVLIU, GUVLIU01",Cu(2)
unq_CSD-GUVMIV-02-a,C18H21F1N2,2,0,N-N,42,284.3784032,0.157344506,FALSE,TRUE,11.9244762,2.100408101,293287ee54b781c27de5ef5de08d71ce,2,"GUVMIV, GUVMOB",Pt(2)
unq_CSD-GUVNOA-02-a,C28H44B1N8,2,-1,N-N,81,503.526,0.04585343,FALSE,FALSE,12.72183162,2.122306094,3a876658c01220606c5cc40dc28c4d17,1,GUVNOA,Pd(1)
unq_CSD-GUVNUH-01-a,C13H11N3,1,0,C,27,209.252,0.205304918,FALSE,FALSE,10.43700423,1.998084105,870f9b2809a6c6b5cbf026021083b8ab,2,"VUDHIM, GUVNUH","Rh(1), Au(1)"
unq_CSD-GUVWIE-02-a,C13H14Br1Cl1N1O1,2,-1,N-O,31,315.615,0.202383321,FALSE,TRUE,11.01271436,1.921840972,90babe4281dcbdfef3c8d3afe0f63678,2,"GUVWIE, GUVWIE",Cu(2)
unq_CSD-GUVZIH-02-a,C5H4N1O1Se1,2,-1,Se-O,12,173.064,0.915973782,FALSE,FALSE,5.590127396,2.144718862,a15acafc0f63bdd0d22a0324ddf2f63b,5,"GUVZIH, GUVZIH, GUVZIH, HOTRIS, HOTRIS","Co(3), Ni(2)"
unq_CSD-GUWBUW-03-a,C8H9N3O1S1,3,0,S-O-N,22,195.24,0.306403059,FALSE,TRUE,10.10508699,2.175389883,ddc38f003c6b2cafd1208349d86f1bab,2,"GUWBUW, GUWBUW",Ni(2)
unq_CSD-GUWHIP-01-c,C30H25N1P2S1,1,0,P,59,493.544524,0.075151779,FALSE,TRUE,13.25305226,2.338355279,a3788c48cb91e40772693a1133ab6953,3,"GUWHIP, GUWHOV, OGOYOY","Ru(2), Au(1)"
unq_CSD-GUWKIS-03-a,C9H12N5S1,3,-1,S-N-N,27,222.29,0.380395959,FALSE,TRUE,10.85578688,1.950098265,e58a93c049a98658910283e75fc11484,4,"GUWKIS, GUWKUE, ATOPAA, AVASOF","Ni(1), Pt(1), Au(1), U(1)"
unq_CSD-GUWKOZ-03-a,C26H16N5O3,3,-1,N-N-N,50,446.446,0.216422523,FALSE,TRUE,16.54402182,1.985776235,98945f264ec0a2d3e7d780630e636f2e,1,GUWKOZ,Cu(1)
unq_CSD-GUWLAL-03-a,C11H16N5S1,3,-1,S-N-N,33,250.344,0.184202582,FALSE,TRUE,12.62107973,2.039482201,a88838dced6c3d2ac64ec7067ea84851,2,"GUWLAL, GUWLAL",Fe(2)
unq_CSD-GUWLIT-01-b,C7H6N4O2,1,0,N,19,178.151,0.465444971,FALSE,TRUE,7.028370716,2.010956621,98bbb98c88a14e6f20b7fab92afe1c36,3,"GUWLIT, GUWLIT, AGOVUN","Pd(2), Cu(1)"
unq_CSD-GUWLOB-04-a,C32H24N6,4,0,N-N-N-N,62,492.586,0.14066107,FALSE,FALSE,19.17130628,1.994571208,a1d52f73d36cfa9f48a5d8cebbad413e,1,GUWLOB,Cu(1)
unq_CSD-GUWNOE-03-a,C9H16N8,3,0,N-N-N,33,236.283,0.158604152,FALSE,TRUE,9.787437285,2.018726375,0954c7591f78564fe52593c069c98ccf,2,"GUWNOE, HUTVIC","Cu(1), Pd(1)"
unq_CSD-GUWPEV-04-a,C106H46N4,4,-2,N-N-N-N,156,1375.562,0.031757924,FALSE,FALSE,20.83510065,2.070306901,29446ffd37965ada453c723ebb6b20e5,1,GUWPEV,Zn(1)
unq_CSD-GUWSOG-02-a,C11H27N2P1,2,0,P-N,41,218.324762,0.106312703,FALSE,TRUE,8.4725937,2.170952211,a1c79c9b9045df04be7e9fc3e4199aed,1,GUWSOG,Pt(1)
unq_CSD-GUWSUM-01-b,C11H25N2P1,1,0,P,39,216.308762,0.131713564,FALSE,TRUE,8.471589742,2.327261058,401eba17e7edd69fba7853187b1875eb,2,"GUWSUM, GUWSUM",Pt(2)
unq_CSD-GUWVUS-02-a,C10H11N1S2,2,-2,S-S,24,209.325,0.250418365,FALSE,FALSE,8.706565148,2.340159424,632ac01028fd04dc19b9785b8429a2fa,2,"GUWVUS, ACELON","Re(1), Fe(1)"
unq_CSD-GUWWAW-02-a,C12F10N1,2,-1,F-N,23,348.1230316,0.178475328,FALSE,FALSE,10.06481512,2.247583865,8b3f2e4debea7ce9f923234bdda1fb8b,10,"GUWWAW, WIRXIG, WIRXIG, WIRXUS, WIRXUS, ... (5 more)","Ce(9), Co(1)"
unq_CSD-GUWWEB-04-a,C20H22N4S2,4,0,S-S-N-N,48,382.544,0.08901839,FALSE,TRUE,13.17140441,2.352774942,6643ead9cd673e00ff0106fbd3f1dbc4,1,GUWWEB,Zn(1)
unq_CSD-GUWXOM-02-b,C28H26N2,2,0,N-N,56,390.53,0.079837451,FALSE,TRUE,13.75916435,2.089734674,7c03cbc34e82cb02e4c58a3af9ad23ed,2,"GUWXOM, RIRKIN",Ni(2)
unq_CSD-GUWZOO-01-a,C8H5N4O2S1,1,-1,S,20,221.214,0.31368773,FALSE,FALSE,9.186079081,2.657410162,de9b15635764686301c75905357a7671,3,"GUWZOO, GUWZOO, RAHTEB","Cd(2), Cu(1)"
unq_CSD-GUXDUZ-03-a,C14H22N1O2Si2,3,-1,O-O-N,41,292.505,0.119094218,FALSE,FALSE,10.54713329,2.220700297,686564c7e22f3613c7d15b48d8fa05ae,2,"GUXDUZ, GUXFIP","Sc(1), Y(1)"
unq_CSD-GUXHIR-02-a,C14H10Cl2N2,2,0,N-N,28,277.148,0.181881293,FALSE,FALSE,12.95719963,2.098378085,29fd44b79c2116b06ba07fe1d4eee53b,2,"GUXHIR, GUXHOX","Ni(1), Pd(1)"
unq_CSD-GUXHUD-02-a,C18H18Cl2N2,2,0,N-N,40,333.256,0.165500748,FALSE,FALSE,12.85120176,2.0496436,c392edfe088c879bae672ebb9f7340c7,1,GUXHUD,Pd(1)
unq_CSD-GUXQAT-03-a,C24H24N2O2,3,-2,N-N-C,52,372.468,0.13613089,FALSE,TRUE,14.05866756,2.016134098,d3e960dcfa997ac8b378eba105737bf0,1,GUXQAT,Pd(1)
unq_CSD-GUYDUB-03-a,C17H12N2O2,3,-2,C-N-N,33,276.295,0.469166377,FALSE,TRUE,13.45308029,2.022175596,a6bf3e7ef820bcfe83d08f762f05e5a4,1,GUYDUB,Pd(1)
unq_CSD-GUYDUZ-02-a,C22H31O1P1S1,2,0,S-P,56,374.522762,0.102391865,FALSE,TRUE,11.5159176,2.303359899,fc4193091710116a2df174273a9c66ff,5,"GUYDUZ, GUYFAH, EBOHAE, WEMKII, WEMMOQ","Pd(3), Rh(2)"
unq_CSD-GUYGUC-02-a,C6H3F3N1S1,2,-1,S-N,14,178.1522095,0.401285373,FALSE,TRUE,5.823144688,2.349055017,48359f570e1318e1dbe59f68ed444609,10,"GUYGUC, GUYGUC, GUYHAJ, GUYHAJ, GUYHUD, ... (5 more)","Zn(4), Cd(2), Os(2), Ru(2)"
unq_CSD-GUYGUF-04-a,C28H22N2O4,4,-2,O-O-N-N,56,450.494,0.126957476,FALSE,TRUE,14.37432771,1.843026907,d45c32b8e6bac1c3e309d228d690a37c,1,GUYGUF,Ni(1)
unq_CSD-GUYHAM-04-a,C42H48N4O4,4,-2,N-O-N-O,98,672.87,0.078034948,FALSE,TRUE,19.94091847,1.845984774,105a819e71320c7ec4acc979812f9c3c,1,GUYHAM,Ni(1)
unq_CSD-GUYHEN-01-a,C6H3F3N1S1,1,-1,S,14,178.1522095,0.400785179,FALSE,FALSE,6.626975807,2.311741666,9ef02715a0df3d3e325181e8282dc8b2,6,"GUYHEN, GUYHEN, GUYJEP, GUYJEP, WUCCAB, ... (1 more)","Zn(2), Hg(2), Pt(2)"
unq_CSD-GUYHEQ-04-a,C22H18N2O3,4,-2,O-O-N-N,45,358.397,0.150068095,FALSE,TRUE,13.63265459,1.845290261,5d6259eb1a6856cc924073309e5b4ab4,1,GUYHEQ,Ni(1)
unq_CSD-GUYHIU-04-a,C26H20N2O3,4,-2,O-O-N-N,51,408.457,0.173390785,FALSE,TRUE,15.29064103,1.847196681,58832385a5804c534f3f0841e8b1c7ff,1,GUYHIU,Ni(1)
unq_CSD-GUYJAL-01-a,C6H3F3N1S1,1,-1,S,14,178.1522095,0.399462295,FALSE,FALSE,5.7926703,2.376050799,cbf6037b97cfb8ac8402ee40f2e21e9a,2,"GUYJAL, GUYJAL",Hg(2)
unq_CSD-GUYPEY-01-b,C26H34N4O1,1,0,C,65,418.585,0.072170902,FALSE,FALSE,13.0074749,2.051927236,163ae5d3982a0782e2f6778e5622b42e,1,GUYPEY,Au(1)
unq_CSD-GUYRIB-05-a,C19H17N5O4,5,0,O-O-N-N-N,45,379.376,0.346411037,FALSE,TRUE,12.50024843,2.223020168,4d9080a71527eeccea4ab2fd4f4f678f,1,GUYRIB,Zn(1)
unq_CSD-GUYROK-02-a,C11H12N4O2,2,0,C-N,29,232.243,0.308503807,FALSE,TRUE,11.63589916,2.113966383,74109844e6518775209e3d0ec2cafd35,2,"GUYROK, GUYSOL",Ir(2)
unq_CSD-GUYRUN-01-a,C4H3N2O3,1,-1,O,12,127.079,0.706409473,FALSE,FALSE,5.023111437,1.980628567,195652a9dc926c10fc075f052ce74241,14,"GUYRUN, GUYRUN, GUYRUN02, GUYRUN02, GUYRUN03, ... (9 more)","Cu(9), Co(4), Zn(1)"
unq_CSD-GUYSAX-02-a,C12H14N4O3,2,0,N-C,33,262.269,0.301743126,FALSE,TRUE,13.72864493,2.11940628,ffb34c0eb1c58f9335c08b034b9c10d4,1,GUYSAX,Ir(1)
unq_CSD-GUYSIF-02-a,C10H12N4O1,2,0,C-N,27,204.233,0.221442584,FALSE,TRUE,10.03353082,2.135896842,721d393ea1bb14deb25ae0d443b359c2,1,GUYSIF,Ir(1)
unq_CSD-GUYZOP-02-a,C10H20N2S2,2,0,S-S,34,232.404,0.169360193,FALSE,FALSE,8.33848955,2.510766714,de27442073a0bf01c712794f02869169,23,"BUNPAC, BUNPUW, GUYZOP, GUYZUV, WIHQIQ, ... (18 more)","Fe(19), Re(2), Cd(1), Hg(1)"
unq_CSD-GUZDIR-02-a,C14H11N3S1,2,0,N-N,29,253.323,0.463668235,FALSE,TRUE,13.62631174,2.406656351,ccc9b1e1d9b682b3bc2d00c6724f7c9b,2,"GUZDIR, GUZDIR",Cd(2)
unq_CSD-GUZDOW-03-a,C23H21N2,3,-1,C-N-N,46,325.435,0.138863438,FALSE,TRUE,14.20029484,2.047261093,f782d95147abfb28c0de53721b8d258b,7,"GUZDOW, GUZDUC, HITGAU, HITGAU01, HITGIC, ... (2 more)",Pt(7)
unq_CSD-GUZMAR-03-a,C24H27N2P1,3,-2,P-N-N,54,374.467762,0.103132297,FALSE,TRUE,12.99898887,2.124788033,52a8cf2848335ea4a362556ecf96b489,3,"GUZMAR, GUZMEV, GUZMIZ","Ti(1), Zr(1), Hf(1)"
unq_CSD-GUZMOD-04-a,C52H32N4S2,4,-2,N-N-N-N,90,776.976,0.08524572,FALSE,FALSE,17.28634722,1.963484249,9b05ad857374a785054ba86a4e5bd524,1,GUZMOD,Ni(1)
unq_CSD-GUZNAQ-06-a,C26H40N4O2,6,-2,N-O-N-O-N-N,72,440.632,0.065613983,FALSE,TRUE,12.2696955,2.0865823,5fa95404975b4e552a22faea0fd4e73d,1,GUZNAQ,Fe(1)
unq_CSD-GUZNEW-03-a,C24H35N2P1,3,-2,P-N-N,62,382.531762,0.080211388,FALSE,TRUE,11.57406056,2.109742436,4c7e2d664a3ad22753c58f5ba9250221,3,"GUZNEW, GUZNIA, GUZNOG","Ti(1), Hf(1), Zr(1)"
unq_CSD-GUZPOI-02-a,C17H14N2O2,2,0,N-O,35,278.311,0.174774202,FALSE,TRUE,14.4580432,1.951874935,dac9ab9a6bb69d87e13073b3f343cef5,2,"GUZPOI, GUZPOI",Cu(2)
unq_CSD-GUZPUN-04-a,C48H38N4,4,-2,N-N-N-N,90,670.86,0.130507712,FALSE,FALSE,18.34562406,1.956502191,549272a084ed81da362e535f4198f1e9,1,GUZPUN,Ni(1)
unq_CSD-GUZPUO-02-a,C14H13N2O1S1,2,-1,O-N,31,257.331,0.184104767,FALSE,TRUE,11.99693981,1.919926534,1fcaeec073e5b6d0db54b5c8e938cec6,5,"GUZPUO, GUZPUO, GUZPUO, GUZQAV, GUZQAV","Co(3), Ni(2)"
unq_CSD-GUZTON-03-a,C14H21N1O3,3,-2,O-O-N,39,251.326,0.131846092,FALSE,FALSE,8.93296381,1.88172869,fb865673f96779a1be2aa31795950bd6,1,GUZTON,Co(1)
unq_CSD-GUZTUQ-02-a,C16H18O2S2,2,0,S-S,38,306.438,0.174362767,FALSE,TRUE,14.57627635,2.214179266,8f9623e285445e5711b9d473206d9bb7,1,GUZTUQ,Pt(1)
unq_CSD-GUZVAB-04-a,C42H36O4,4,-2,O-O-O-O,82,604.746,0.051500678,FALSE,TRUE,15.14787873,2.21173728,d7613a4eb0213e6e5f52d219bc694a7b,1,GUZVAB,Zr(1)
unq_CSD-GUZZOR-07-a,C21H26N2O1,7,0,C-C-C-C-C-C-C,50,322.452,0.104123431,TRUE,TRUE,12.01618827,2.178160378,6a79705d439d8232678614cab65adc8d,1,GUZZOR,Ru(1)
unq_CSD-HABBOF-02-a,C41H36N2P2,2,0,P-P,81,618.700524,0.047588805,FALSE,FALSE,13.33421099,2.390621603,b929bb25d0b3b9948f70ac126b10193b,3,"HABBOF, HABBUL, HABCAS","Ag(1), Au(1), Pd(1)"
unq_CSD-HABBUH-03-a,C19H14N3O2,3,-1,O-N-N,38,316.34,0.179636035,FALSE,TRUE,12.29582491,2.012471788,25462d09d0ab291637b59b469248792e,13,"HABBUH, HABBUH, HABBUH01, HABBUH01, HOGTUU, ... (8 more)","Zn(4), Mn(4), Cu(3), Fe(2)"
unq_CSD-HABCEW-04-a,C41H35N2P2,4,-1,P-P-N-N,80,617.692524,0.047882586,FALSE,FALSE,12.65013468,2.145670107,476bdfc5be9e615194fec6bae45e835a,5,"HABCEW, HABCIA, HABCOG, HABCUM, HABDAT","Ni(2), Cu(1), Pt(1), Rh(1)"
unq_CSD-HABDOG-02-a,C37H30O2P2,2,0,P-P,71,568.592524,0.059580142,FALSE,FALSE,13.05572007,2.221577146,3f5d652fdd128ecd90f7ce6e97496e80,2,"HABDOG, HABFAU","Pt(1), Pd(1)"
unq_CSD-HABFEX-02-a,C20H18N1O2,2,-1,O-N,41,304.369,0.132192539,FALSE,TRUE,13.29529605,2.059221744,4fc8e14d7bdc801106b7099f629c072d,1,HABFEX,Pt(1)
unq_CSD-HABFOH-02-a,C16H10N1O2,2,-1,O-N,29,248.261,0.214858419,FALSE,TRUE,11.25055998,2.059636743,9572963f75892e99c57a0cce0035e58c,1,HABFOH,Pt(1)
unq_CSD-HABKUU-01-a,C9H6N3O2,1,-1,N,20,188.166,0.345902744,FALSE,TRUE,8.954797449,2.095305718,b5f6661280a2f5079bbd9190afdea714,4,"HABKUU, HABKUU, WAWWEA, WAWWEA","Co(2), Zn(2)"
unq_CSD-HABMAB-01-a,C6H4N1O3,1,-1,O,14,138.102,0.738341481,FALSE,FALSE,5.859970806,1.870426844,8ae89dd569ed9f788274bb4b4e5b30ff,1,HABMAB,Cu(1)
unq_CSD-HABPUY-01-b,C5H1F6O2,1,-1,C,14,207.051419,0.313984113,FALSE,FALSE,7.01829256,2.076582454,8d7b48332690c8805149427c0463489f,4,"HABPUY, ZEQLAI, DUSREQ, FCACPD",Pd(4)
unq_CSD-HABRAG-03-a,C13H23N3,3,0,N-N-N,39,221.348,0.198903962,FALSE,TRUE,10.26160988,2.090355308,b0155ac150a5d0e3fce4757bcd46c1a8,2,"HABRAG, DURPUD",Ni(2)
unq_CSD-HABTUD-01-b,C22H33N1,1,0,C,56,311.513,0.086892752,FALSE,FALSE,9.309118587,1.888859185,e1b73827c514545cae4937d47b106c87,5,"HABTUD, VEKXIW, VEKXIW, OQARUW, OQARUW","Au(2), Pd(2), Cu(1)"
unq_CSD-HABVUF-03-a,C24H22N2O3P1S1,3,-1,S-O-N,53,449.484762,0.08947449,FALSE,FALSE,12.6046802,2.280799438,3706a79c55d78241b0d5528201a85409,1,HABVUF,Re(1)
unq_CSD-HABWAM-03-a,C24H22N2O2P1S2,3,-1,S-S-N,53,465.545762,0.092599329,FALSE,FALSE,13.07505667,2.384225905,aa097008dfa350928036079875f1c355,2,"HABWAM, ZARKEM","Re(1), Pd(1)"
unq_CSD-HABYUH-03-a,C27H22B1N6S3,3,-1,S-S-S,59,537.505,0.071131491,FALSE,FALSE,13.3531461,2.363041465,9a2e57ce6f38160a5c8b49d66392c1d5,11,"HABYUH, HAQBEJ, LEVCEV, LEVCUL, LEVDIA, ... (6 more)","Fe(2), Cu(2), Mn(2), Co(2), Ni(2), ... (1 more)"
unq_CSD-HACBCU10-02-a,C12H16N1O1,2,-1,N-O,30,190.266,0.209904188,FALSE,TRUE,10.04780213,1.947090136,46916c97f9a0cc8e1d467b2477eb570e,2,"HACBCU10, HACBCU10",Cu(2)
unq_CSD-HACCAQ-03-a,C8H16N4O2,3,0,N-O-N,30,200.242,0.172623709,FALSE,TRUE,7.070274253,2.142531943,bbcae0c5576ea8d1e88fa49404f5e1fe,8,"HACCAQ, HACCAQ, HADFAU, HADFAU, WUYYAQ, ... (3 more)","Co(4), Cu(2), Ni(2)"
unq_CSD-HACCOE-03-a,C37H35N3,3,0,N-N-N,75,521.708,0.069716471,FALSE,FALSE,15.60482681,2.069420869,562874693313c5254f106e12d1dfb31a,1,HACCOE,Cr(1)
unq_CSD-HACDIA-04-a,C60H72F4N4,4,-2,N-N-N-N,140,925.2576127,0.055436513,FALSE,FALSE,23.19024458,2.05340501,d444c35a15804f728d7975efe4e5814d,1,HACDIA,Zn(1)
unq_CSD-HACDOG-04-a,C60H66F10N4,4,-2,N-N-N-N,140,1033.200032,0.045284634,FALSE,FALSE,21.79105375,2.046778948,ba4fe7c8a3f49d1e467cd32889b9ad88,1,HACDOG,Zn(1)
unq_CSD-HACDOI-01-a,C4H9O3,1,-1,O,16,105.113,0.267030562,FALSE,FALSE,5.630602434,1.860628977,c44be123feb9fc8ed52ffddcaddd5c44,1,HACDOI,Co(1)
unq_CSD-HACDUM-04-a,C64H84N4O4,4,-2,N-N-N-N,156,973.4,0.037223223,FALSE,FALSE,22.2867145,2.044261052,9bb0497e02d135acd70b09963d250d62,1,HACDUM,Zn(1)
unq_CSD-HACDUO-01-a,C4H7O3,1,-1,O,14,103.097,0.277589699,FALSE,FALSE,5.174168626,1.85381225,002bb47241d3699015ad55de4744bb3c,1,HACDUO,Co(1)
unq_CSD-HACFAW-01-a,C8H9O2,1,-1,O,19,137.158,0.256370746,FALSE,FALSE,7.048110264,1.855744969,640f7959fac60e9325c93322c8dc1157,1,HACFAW,Co(1)
unq_CSD-HACFEY-04-a,C66H84N4O2,4,-2,N-N-N-N,156,965.424,0.05044972,FALSE,FALSE,23.81968998,2.05394289,8f792263d462103a549e85ca9c302b7e,1,HACFEY,Zn(1)
unq_CSD-HACFIE-01-a,C5H7O2,1,-1,O,14,99.109,0.281342582,FALSE,FALSE,5.145288845,1.887116154,187b97ff3c6dbc8e97e34ee11a3925ed,1,HACFIE,Co(1)
unq_CSD-HACFOJ-02-b,C24H27N3,2,0,N-N,54,357.501,0.170334917,FALSE,FALSE,14.47686626,2.202039518,69629437e419b89314364d02dd6a6822,1,HACFOJ,Ir(1)
unq_CSD-HACFOK-01-a,C6H9O2,1,-1,O,17,113.136,0.28556892,FALSE,FALSE,7.723964794,1.856150104,c7f04933a47a658850206bc9a3733530,1,HACFOK,Co(1)
unq_CSD-HACFUO-04-a,C60H68F8N4,4,0,N-N-N-N,140,997.2192253,0.044219092,FALSE,FALSE,22.08941903,2.055809426,4157951c0e2075c624ac8338f6813b02,1,HACFUO,Zn(1)
unq_CSD-HACGAV-04-a,C60H74F2N4,4,-2,N-N-N-N,140,889.2768063,0.055895397,FALSE,FALSE,23.19594252,2.045000407,7622e7169e1a3a61b5d62f1e0e94a4a2,1,HACGAV,Zn(1)
unq_CSD-HACHUR-01-d,C45H58N2,1,0,C,105,626.973,0.038391001,FALSE,FALSE,12.73481001,1.969307566,9b5be981d5e0bfbf7807fc2e8d6a4c1b,1,HACHUR,Pd(1)
unq_CSD-HACHUS-02-a,C8H5N2O1S1,2,-1,N-S,17,177.201,0.887441563,FALSE,FALSE,7.538359682,2.312259988,84960c215d2c4b69586328d5cc1fadfc,2,"HACHUS, XOTDES",Ru(2)
unq_CSD-HACJAW-04-a,C16H36N4O4,4,0,N-N-N-N,60,348.488,0.071099348,FALSE,TRUE,10.44805265,2.038224404,b521c3cf14a364b7881c1511c430fb30,1,HACJAW,Pd(1)
unq_CSD-HACJII-02-a,C20H18N1O2,2,-1,O-N,41,304.369,0.116109702,FALSE,TRUE,15.03411777,1.952795609,f76daf26a2cd8089179b8608f83f9fce,3,"HACJII, HACJII, RUDMAF","Co(2), Rh(1)"
unq_CSD-HACPUZ-01-b,C27H37N3,1,0,C,67,403.614,0.088740466,FALSE,FALSE,12.13119521,1.991623825,f349974b394ed5d591a825fd7c5c32d1,3,"HACPUZ, REGDUE, ACUYUU","Au(1), Pd(1), Cu(1)"
unq_CSD-HACQOR-02-a,C17H29N1,2,-2,N-C,47,247.426,0.118993929,TRUE,TRUE,8.859962578,2.060476464,7ebf0999328ba010aea24f6466b870f1,4,"HACQOR, HACQUX, HACSIN, JEFVUL10",Ta(4)
unq_CSD-HACTIS-01-c,C11H9N1O1,1,0,N,22,171.199,0.186859393,FALSE,TRUE,8.957780103,2.033183654,98abc58dd9153bb29089d04ed9a5ee47,4,"HACTIS, HACTIS, HACTUE, HACTUE",Pt(4)
unq_CSD-HACTUA-02-a,C5H9N2O1,2,-1,N-N,17,113.14,0.226491383,FALSE,TRUE,6.098102594,2.002535063,b65c2f5c9688bd500208cdf9f685460e,2,"HACTUA, HACTUA",Cu(2)
unq_CSD-HACVOX-04-a,C50H37N5O1,4,-2,N-N-N-C,93,723.88,0.099345407,FALSE,FALSE,19.27772784,1.962271101,2b8ab5aa7e983872febe7d46c4938615,1,HACVOX,Ni(1)
unq_CSD-HACWOZ-01-d,C2H3N4O1,1,-1,N,10,99.073,0.473833627,FALSE,FALSE,4.113803561,2.357010585,d56b8366235a362a811c582c43981032,3,"HACWOZ, HACWUF, HACWUF","Pd(2), Ag(1)"
unq_CSD-HACXUH-04-a,C19H19N3O2,4,0,O-N-N-N,43,321.38,0.094350827,FALSE,TRUE,11.35169883,2.108118502,4fd88594076180b0c82d31f44843c214,1,HACXUH,Cu(1)
unq_CSD-HACYAN-02-a,C15H6F5O2,2,-1,O-O,28,313.2030158,0.203981219,FALSE,FALSE,12.0236041,1.915821661,5d80e3c099c3c1134aeb2504859aad2a,2,"HACYAN, HACYAN",Cu(2)
unq_CSD-HACYEQ-04-a,C47H40N4O4Si1,4,-2,N-N-N-N,96,752.946,0.043408036,FALSE,FALSE,17.18913552,2.058747446,289de3f246c117ffe41c57d40218abdb,1,HACYEQ,Zn(1)
unq_CSD-HACYIV-03-a,C10H12N4O2S1,3,-2,O-N-N,29,252.292,0.25626952,FALSE,TRUE,11.42969223,1.905960685,554d3e27b4f2be23624dd8d375b57968,1,HACYIV,Co(1)
unq_CSD-HADBEW-01-a,C20H25O2S1,1,-1,S,48,329.478,0.113973775,FALSE,FALSE,15.05703975,2.210279236,258ff4e45975636b8e25b6c19065fe0b,2,"HADBEW, HADBEW",Ni(2)
unq_CSD-HADFOL-02-c,C15H11N5S1,2,0,N-N,32,293.348,0.427967422,FALSE,TRUE,14.03034225,2.064900436,a9601f28305bb2361abf1456a7d6d684,2,"HADFOL, HOPJUU",Ru(2)
unq_CSD-HADHEB-01-a,C23H29N3,1,0,C,55,347.506,0.139970174,FALSE,FALSE,15.32322631,2.076545911,766ebbea7565d906717fa218b88b2ed0,2,"HADHEB, ROCQAC","Ru(1), Rh(1)"
unq_CSD-HADHED-04-a,C68H44N4,4,-2,N-N-N-N,116,917.128,0.04967403,FALSE,FALSE,19.87513752,2.011421758,f9788c6248623615ffdb7d5905183e37,2,"HADHED, XOYVAK","Pt(1), Zn(1)"
unq_CSD-HADHIF-02-a,C23H29N3,2,0,C-N,55,347.506,0.080812823,FALSE,TRUE,15.47018048,2.277544088,4759c2a2720cf70a1044a0ef79be261f,3,"HADHIF, HADHOL, ROCQIK","Ru(2), Rh(1)"
unq_CSD-HADNAC-04-a,C30H18N9,4,-1,N-N-N-N,57,504.537,0.2016282,FALSE,TRUE,15.91874991,1.929286147,734abaab5390a3ef27645692fc20bcb8,2,"HADNAC, XEMFOK","Co(1), Cu(1)"
unq_CSD-HADNUY-05-a,C27H21N5,5,0,N-N-N-N-N,53,415.5,0.075189495,FALSE,TRUE,11.19300405,2.03954357,0e501787b2cfac9063c0b5c7a33233a1,4,"HADNUY, FINROL, FINSAY, FINSEC","Ru(1), Co(1), Cu(1), Zn(1)"
unq_CSD-HADPIM-02-a,C32H24P2S2,2,0,P-P,60,534.611524,0.070957208,FALSE,FALSE,13.70812164,2.274149287,2b337f26196cf434a4994291c4811ec4,1,HADPIM,Pd(1)
unq_CSD-HADPIO-05-a,C25H20N6,5,0,N-N-N-N-C,51,404.477,0.078713967,FALSE,TRUE,11.62613352,2.049659878,43aaa123b033718df535e1b17b706970,5,"HADPIO, AMUQIJ, AMUQOP, AMUQUV, AMUREG","Ru(1), Fe(1), Co(1), Ni(1), Cu(1)"
